,index,decoder,test_context,train_context,on_off,fold,mse,date
716,236,tcfnn,SprWrst,Spring,off,4,0.5147964800546754,2023-01-17
717,237,rr,SprWrst,Spring,off,4,0.6292242127071181,2023-01-17
718,238,tcfnn,SprWrst,Wrist,off,4,0.6133809374265886,2023-01-17
719,239,rr,SprWrst,Wrist,off,4,0.7154181487735969,2023-01-17
720,0,tcfnn,Normal,Mixed,mix,0,0.39319262371753105,2023-04-07
721,1,rr,Normal,Mixed,mix,0,0.4727852422483756,2023-04-07
722,2,tcfnn,Normal,Mixed_Full,mix,0,0.3463366829541476,2023-04-07
723,3,rr,Normal,Mixed_Full,mix,0,0.45695094869707154,2023-04-07
724,4,tcfnn,Normal,Spring,off,0,0.36508847343270245,2023-04-07
725,5,rr,Normal,Spring,off,0,0.477470268206706,2023-04-07
726,6,tcfnn,Normal,SprWrst,off,0,0.3978571627058316,2023-04-07
727,7,rr,Normal,SprWrst,off,0,0.5073112970261772,2023-04-07
728,8,tcfnn,Normal,Normal,on,0,0.3750697060277271,2023-04-07
729,9,rr,Normal,Normal,on,0,0.44940319676837726,2023-04-07
730,10,tcfnn,Normal,Wrist,off,0,0.42371857939133656,2023-04-07
731,11,rr,Normal,Wrist,off,0,0.5212054188433046,2023-04-07
732,12,tcfnn,Spring,Mixed,mix,0,0.3852521109152272,2023-04-07
733,13,rr,Spring,Mixed,mix,0,0.47576491536383386,2023-04-07
734,14,tcfnn,Spring,Mixed_Full,mix,0,0.3215590067701628,2023-04-07
735,15,rr,Spring,Mixed_Full,mix,0,0.4621565724974651,2023-04-07
736,16,tcfnn,Spring,Spring,on,0,0.30241854124318035,2023-04-07
737,17,rr,Spring,Spring,on,0,0.4544991518715814,2023-04-07
738,18,tcfnn,Spring,SprWrst,off,0,0.3530417819193918,2023-04-07
739,19,rr,Spring,SprWrst,off,0,0.5147509079864437,2023-04-07
740,20,tcfnn,Spring,Normal,off,0,0.4364395823421817,2023-04-07
741,21,rr,Spring,Normal,off,0,0.498641059069355,2023-04-07
742,22,tcfnn,Spring,Wrist,off,0,0.43743619527885697,2023-04-07
743,23,rr,Spring,Wrist,off,0,0.556933195527889,2023-04-07
744,24,tcfnn,Wrist,Mixed,mix,0,0.44869849843587706,2023-04-07
745,25,rr,Wrist,Mixed,mix,0,0.5868839349243472,2023-04-07
746,26,tcfnn,Wrist,Mixed_Full,mix,0,0.42313509487702744,2023-04-07
747,27,rr,Wrist,Mixed_Full,mix,0,0.571620257430629,2023-04-07
748,28,tcfnn,Wrist,Spring,off,0,0.49234086730576193,2023-04-07
749,29,rr,Wrist,Spring,off,0,0.6373546475942627,2023-04-07
750,30,tcfnn,Wrist,SprWrst,off,0,0.49987150015946114,2023-04-07
751,31,rr,Wrist,SprWrst,off,0,0.6354190444990219,2023-04-07
752,32,tcfnn,Wrist,Normal,off,0,0.4422478383655313,2023-04-07
753,33,rr,Wrist,Normal,off,0,0.6005676515204188,2023-04-07
754,34,tcfnn,Wrist,Wrist,on,0,0.37637908809430903,2023-04-07
755,35,rr,Wrist,Wrist,on,0,0.5594667674406698,2023-04-07
756,36,tcfnn,SprWrst,Mixed,mix,0,0.4331865770029687,2023-04-07
757,37,rr,SprWrst,Mixed,mix,0,0.5510641898840101,2023-04-07
758,38,tcfnn,SprWrst,Mixed_Full,mix,0,0.37743043809366583,2023-04-07
759,39,rr,SprWrst,Mixed_Full,mix,0,0.5383072344665094,2023-04-07
760,40,tcfnn,SprWrst,Spring,off,0,0.3902557434708316,2023-04-07
761,41,rr,SprWrst,Spring,off,0,0.5449505754398439,2023-04-07
762,42,tcfnn,SprWrst,SprWrst,on,0,0.35595440549838464,2023-04-07
763,43,rr,SprWrst,SprWrst,on,0,0.5387125097654504,2023-04-07
764,44,tcfnn,SprWrst,Normal,off,0,0.4956946307676493,2023-04-07
765,45,rr,SprWrst,Normal,off,0,0.5777849393321784,2023-04-07
766,46,tcfnn,SprWrst,Wrist,off,0,0.4658490277782258,2023-04-07
767,47,rr,SprWrst,Wrist,off,0,0.6177910783161293,2023-04-07
768,48,tcfnn,Normal,Mixed,mix,1,0.3501144173489308,2023-04-07
769,49,rr,Normal,Mixed,mix,1,0.46972126769280326,2023-04-07
770,50,tcfnn,Normal,Mixed_Full,mix,1,0.3190100125238774,2023-04-07
771,51,rr,Normal,Mixed_Full,mix,1,0.45515216955093407,2023-04-07
772,52,tcfnn,Normal,Spring,off,1,0.375949728369278,2023-04-07
773,53,rr,Normal,Spring,off,1,0.475788109440287,2023-04-07
774,54,tcfnn,Normal,SprWrst,off,1,0.3926669339395425,2023-04-07
775,55,rr,Normal,SprWrst,off,1,0.5062100571528206,2023-04-07
776,56,tcfnn,Normal,Normal,on,1,0.3356641080568432,2023-04-07
777,57,rr,Normal,Normal,on,1,0.44999448570894324,2023-04-07
778,58,tcfnn,Normal,Wrist,off,1,0.43596451251382007,2023-04-07
779,59,rr,Normal,Wrist,off,1,0.5167606167329601,2023-04-07
780,60,tcfnn,Spring,Mixed,mix,1,0.32545444321747435,2023-04-07
781,61,rr,Spring,Mixed,mix,1,0.48049397263078986,2023-04-07
782,62,tcfnn,Spring,Mixed_Full,mix,1,0.2958218663316968,2023-04-07
783,63,rr,Spring,Mixed_Full,mix,1,0.46275802131038707,2023-04-07
784,64,tcfnn,Spring,Spring,on,1,0.30013619001238606,2023-04-07
785,65,rr,Spring,Spring,on,1,0.4577119513844503,2023-04-07
786,66,tcfnn,Spring,SprWrst,off,1,0.3681463170984777,2023-04-07
787,67,rr,Spring,SprWrst,off,1,0.5122839820037183,2023-04-07
788,68,tcfnn,Spring,Normal,off,1,0.3883045214727215,2023-04-07
789,69,rr,Spring,Normal,off,1,0.4928741544403218,2023-04-07
790,70,tcfnn,Spring,Wrist,off,1,0.48471891020414287,2023-04-07
791,71,rr,Spring,Wrist,off,1,0.5461568627375045,2023-04-07
792,72,tcfnn,Wrist,Mixed,mix,1,0.40728819718010184,2023-04-07
793,73,rr,Wrist,Mixed,mix,1,0.5828544324914109,2023-04-07
794,74,tcfnn,Wrist,Mixed_Full,mix,1,0.3907413490308215,2023-04-07
795,75,rr,Wrist,Mixed_Full,mix,1,0.5727337331568368,2023-04-07
796,76,tcfnn,Wrist,Spring,off,1,0.5089598040494921,2023-04-07
797,77,rr,Wrist,Spring,off,1,0.6299934982715644,2023-04-07
798,78,tcfnn,Wrist,SprWrst,off,1,0.4731913415625325,2023-04-07
799,79,rr,Wrist,SprWrst,off,1,0.6407615377008163,2023-04-07
800,80,tcfnn,Wrist,Normal,off,1,0.42160446614506963,2023-04-07
801,81,rr,Wrist,Normal,off,1,0.6060126626226116,2023-04-07
802,82,tcfnn,Wrist,Wrist,on,1,0.41001961927889585,2023-04-07
803,83,rr,Wrist,Wrist,on,1,0.5605087737756574,2023-04-07
804,84,tcfnn,SprWrst,Mixed,mix,1,0.3927090407007395,2023-04-07
805,85,rr,SprWrst,Mixed,mix,1,0.5539288324551799,2023-04-07
806,86,tcfnn,SprWrst,Mixed_Full,mix,1,0.3567105252155247,2023-04-07
807,87,rr,SprWrst,Mixed_Full,mix,1,0.5390960776169005,2023-04-07
808,88,tcfnn,SprWrst,Spring,off,1,0.40135641916334996,2023-04-07
809,89,rr,SprWrst,Spring,off,1,0.5477654304891815,2023-04-07
810,90,tcfnn,SprWrst,SprWrst,on,1,0.35683666426224553,2023-04-07
811,91,rr,SprWrst,SprWrst,on,1,0.5400773596591818,2023-04-07
812,92,tcfnn,SprWrst,Normal,off,1,0.4395743662716101,2023-04-07
813,93,rr,SprWrst,Normal,off,1,0.5771646393591785,2023-04-07
814,94,tcfnn,SprWrst,Wrist,off,1,0.5300092446998212,2023-04-07
815,95,rr,SprWrst,Wrist,off,1,0.6154623968868775,2023-04-07
816,96,tcfnn,Normal,Mixed,mix,2,0.36246280506258194,2023-04-07
817,97,rr,Normal,Mixed,mix,2,0.4677625897321091,2023-04-07
818,98,tcfnn,Normal,Mixed_Full,mix,2,0.32031054732942404,2023-04-07
819,99,rr,Normal,Mixed_Full,mix,2,0.45669486648950225,2023-04-07
820,100,tcfnn,Normal,Spring,off,2,0.38205277173937274,2023-04-07
821,101,rr,Normal,Spring,off,2,0.4731132457258697,2023-04-07
822,102,tcfnn,Normal,SprWrst,off,2,0.39946185367452625,2023-04-07
823,103,rr,Normal,SprWrst,off,2,0.5078921080526646,2023-04-07
824,104,tcfnn,Normal,Normal,on,2,0.342317980591765,2023-04-07
825,105,rr,Normal,Normal,on,2,0.4542631041610889,2023-04-07
826,106,tcfnn,Normal,Wrist,off,2,0.40339323036693064,2023-04-07
827,107,rr,Normal,Wrist,off,2,0.5232898167116705,2023-04-07
828,108,tcfnn,Spring,Mixed,mix,2,0.35752742955540256,2023-04-07
829,109,rr,Spring,Mixed,mix,2,0.47977625723760026,2023-04-07
830,110,tcfnn,Spring,Mixed_Full,mix,2,0.3015126868153665,2023-04-07
831,111,rr,Spring,Mixed_Full,mix,2,0.4616842834301197,2023-04-07
832,112,tcfnn,Spring,Spring,on,2,0.3107033564657611,2023-04-07
833,113,rr,Spring,Spring,on,2,0.45783358685358827,2023-04-07
834,114,tcfnn,Spring,SprWrst,off,2,0.3812983623557467,2023-04-07
835,115,rr,Spring,SprWrst,off,2,0.5117770371002969,2023-04-07
836,116,tcfnn,Spring,Normal,off,2,0.3977330211178853,2023-04-07
837,117,rr,Spring,Normal,off,2,0.4870298746306057,2023-04-07
838,118,tcfnn,Spring,Wrist,off,2,0.43417332600231967,2023-04-07
839,119,rr,Spring,Wrist,off,2,0.547331947543339,2023-04-07
840,120,tcfnn,Wrist,Mixed,mix,2,0.41382436236155107,2023-04-07
841,121,rr,Wrist,Mixed,mix,2,0.577042571022902,2023-04-07
842,122,tcfnn,Wrist,Mixed_Full,mix,2,0.3790071633386173,2023-04-07
843,123,rr,Wrist,Mixed_Full,mix,2,0.5703271690505919,2023-04-07
844,124,tcfnn,Wrist,Spring,off,2,0.5020460578781668,2023-04-07
845,125,rr,Wrist,Spring,off,2,0.6319540683803038,2023-04-07
846,126,tcfnn,Wrist,SprWrst,off,2,0.4552858739102965,2023-04-07
847,127,rr,Wrist,SprWrst,off,2,0.6326011367046546,2023-04-07
848,128,tcfnn,Wrist,Normal,off,2,0.43270668074876767,2023-04-07
849,129,rr,Wrist,Normal,off,2,0.6049831203099341,2023-04-07
850,130,tcfnn,Wrist,Wrist,on,2,0.39003085058959164,2023-04-07
851,131,rr,Wrist,Wrist,on,2,0.5603526950268168,2023-04-07
852,132,tcfnn,SprWrst,Mixed,mix,2,0.4093624491018972,2023-04-07
853,133,rr,SprWrst,Mixed,mix,2,0.5516188099222419,2023-04-07
854,134,tcfnn,SprWrst,Mixed_Full,mix,2,0.37024930046943616,2023-04-07
855,135,rr,SprWrst,Mixed_Full,mix,2,0.5404369825313663,2023-04-07
856,136,tcfnn,SprWrst,Spring,off,2,0.3972376403377796,2023-04-07
857,137,rr,SprWrst,Spring,off,2,0.5466139773100267,2023-04-07
858,138,tcfnn,SprWrst,SprWrst,on,2,0.366606159898132,2023-04-07
859,139,rr,SprWrst,SprWrst,on,2,0.5386289884268497,2023-04-07
860,140,tcfnn,SprWrst,Normal,off,2,0.45144911467105214,2023-04-07
861,141,rr,SprWrst,Normal,off,2,0.582771327005031,2023-04-07
862,142,tcfnn,SprWrst,Wrist,off,2,0.47024412064068716,2023-04-07
863,143,rr,SprWrst,Wrist,off,2,0.6221801096070633,2023-04-07
864,144,tcfnn,Normal,Mixed,mix,3,0.35279565679886354,2023-04-07
865,145,rr,Normal,Mixed,mix,3,0.4665705220823225,2023-04-07
866,146,tcfnn,Normal,Mixed_Full,mix,3,0.3327409481006892,2023-04-07
867,147,rr,Normal,Mixed_Full,mix,3,0.458156176082984,2023-04-07
868,148,tcfnn,Normal,Spring,off,3,0.3604941808674422,2023-04-07
869,149,rr,Normal,Spring,off,3,0.47464920675997885,2023-04-07
870,150,tcfnn,Normal,SprWrst,off,3,0.40591663313657816,2023-04-07
871,151,rr,Normal,SprWrst,off,3,0.5125320398392109,2023-04-07
872,152,tcfnn,Normal,Normal,on,3,0.32655246543768385,2023-04-07
873,153,rr,Normal,Normal,on,3,0.4504176906603594,2023-04-07
874,154,tcfnn,Normal,Wrist,off,3,0.4251898205600557,2023-04-07
875,155,rr,Normal,Wrist,off,3,0.5273151061483217,2023-04-07
876,156,tcfnn,Spring,Mixed,mix,3,0.3457993740980515,2023-04-07
877,157,rr,Spring,Mixed,mix,3,0.4840605959110856,2023-04-07
878,158,tcfnn,Spring,Mixed_Full,mix,3,0.31989364271573373,2023-04-07
879,159,rr,Spring,Mixed_Full,mix,3,0.46260275521241234,2023-04-07
880,160,tcfnn,Spring,Spring,on,3,0.30187410306519613,2023-04-07
881,161,rr,Spring,Spring,on,3,0.45643296797848715,2023-04-07
882,162,tcfnn,Spring,SprWrst,off,3,0.3952101010168645,2023-04-07
883,163,rr,Spring,SprWrst,off,3,0.5247430878251551,2023-04-07
884,164,tcfnn,Spring,Normal,off,3,0.3696535868567952,2023-04-07
885,165,rr,Spring,Normal,off,3,0.48680021820846525,2023-04-07
886,166,tcfnn,Spring,Wrist,off,3,0.42671034376340505,2023-04-07
887,167,rr,Spring,Wrist,off,3,0.5523013464017338,2023-04-07
888,168,tcfnn,Wrist,Mixed,mix,3,0.39689151310812837,2023-04-07
889,169,rr,Wrist,Mixed,mix,3,0.5806303027317563,2023-04-07
890,170,tcfnn,Wrist,Mixed_Full,mix,3,0.4072496819238325,2023-04-07
891,171,rr,Wrist,Mixed_Full,mix,3,0.5697285809249105,2023-04-07
892,172,tcfnn,Wrist,Spring,off,3,0.49337892269922806,2023-04-07
893,173,rr,Wrist,Spring,off,3,0.6344506805464746,2023-04-07
894,174,tcfnn,Wrist,SprWrst,off,3,0.464697471668908,2023-04-07
895,175,rr,Wrist,SprWrst,off,3,0.6316536680295686,2023-04-07
896,176,tcfnn,Wrist,Normal,off,3,0.44249923600326996,2023-04-07
897,177,rr,Wrist,Normal,off,3,0.6062260059457505,2023-04-07
898,178,tcfnn,Wrist,Wrist,on,3,0.373328042404254,2023-04-07
899,179,rr,Wrist,Wrist,on,3,0.5560559152913622,2023-04-07
900,180,tcfnn,SprWrst,Mixed,mix,3,0.3903102306548223,2023-04-07
901,181,rr,SprWrst,Mixed,mix,3,0.5474756145521025,2023-04-07
902,182,tcfnn,SprWrst,Mixed_Full,mix,3,0.37137138017260773,2023-04-07
903,183,rr,SprWrst,Mixed_Full,mix,3,0.5374611773215839,2023-04-07
904,184,tcfnn,SprWrst,Spring,off,3,0.3881248937346517,2023-04-07
905,185,rr,SprWrst,Spring,off,3,0.5444443402935788,2023-04-07
906,186,tcfnn,SprWrst,SprWrst,on,3,0.36579878418937856,2023-04-07
907,187,rr,SprWrst,SprWrst,on,3,0.5415865055193283,2023-04-07
908,188,tcfnn,SprWrst,Normal,off,3,0.4416005437244157,2023-04-07
909,189,rr,SprWrst,Normal,off,3,0.5724963447172403,2023-04-07
910,190,tcfnn,SprWrst,Wrist,off,3,0.4823045244084869,2023-04-07
911,191,rr,SprWrst,Wrist,off,3,0.6160506561891883,2023-04-07
912,192,tcfnn,Normal,Mixed,mix,4,0.3681043585505446,2023-04-07
913,193,rr,Normal,Mixed,mix,4,0.4663008340522512,2023-04-07
914,194,tcfnn,Normal,Mixed_Full,mix,4,0.3155821320265058,2023-04-07
915,195,rr,Normal,Mixed_Full,mix,4,0.4573606085429666,2023-04-07
916,196,tcfnn,Normal,Spring,off,4,0.3807303088997814,2023-04-07
917,197,rr,Normal,Spring,off,4,0.47633776284688273,2023-04-07
918,198,tcfnn,Normal,SprWrst,off,4,0.44087328636275236,2023-04-07
919,199,rr,Normal,SprWrst,off,4,0.5052409521293818,2023-04-07
920,200,tcfnn,Normal,Normal,on,4,0.3232019850919241,2023-04-07
921,201,rr,Normal,Normal,on,4,0.45257799587955794,2023-04-07
922,202,tcfnn,Normal,Wrist,off,4,0.4438501788273174,2023-04-07
923,203,rr,Normal,Wrist,off,4,0.5282976655651122,2023-04-07
924,204,tcfnn,Spring,Mixed,mix,4,0.34399113068007825,2023-04-07
925,205,rr,Spring,Mixed,mix,4,0.482470370936523,2023-04-07
926,206,tcfnn,Spring,Mixed_Full,mix,4,0.30086522697312923,2023-04-07
927,207,rr,Spring,Mixed_Full,mix,4,0.46170506740914025,2023-04-07
928,208,tcfnn,Spring,Spring,on,4,0.3127953874739884,2023-04-07
929,209,rr,Spring,Spring,on,4,0.45930363012463793,2023-04-07
930,210,tcfnn,Spring,SprWrst,off,4,0.41944146612269284,2023-04-07
931,211,rr,Spring,SprWrst,off,4,0.5044375649438763,2023-04-07
932,212,tcfnn,Spring,Normal,off,4,0.3967075454873816,2023-04-07
933,213,rr,Spring,Normal,off,4,0.5079037081121951,2023-04-07
934,214,tcfnn,Spring,Wrist,off,4,0.43783818519935574,2023-04-07
935,215,rr,Spring,Wrist,off,4,0.547741449334641,2023-04-07
936,216,tcfnn,Wrist,Mixed,mix,4,0.4054758775027089,2023-04-07
937,217,rr,Wrist,Mixed,mix,4,0.5811629197087984,2023-04-07
938,218,tcfnn,Wrist,Mixed_Full,mix,4,0.39167335904761075,2023-04-07
939,219,rr,Wrist,Mixed_Full,mix,4,0.5706804192452053,2023-04-07
940,220,tcfnn,Wrist,Spring,off,4,0.5170539141482461,2023-04-07
941,221,rr,Wrist,Spring,off,4,0.6385904289331537,2023-04-07
942,222,tcfnn,Wrist,SprWrst,off,4,0.5121372339981102,2023-04-07
943,223,rr,Wrist,SprWrst,off,4,0.6304700733916266,2023-04-07
944,224,tcfnn,Wrist,Normal,off,4,0.41413304965939535,2023-04-07
945,225,rr,Wrist,Normal,off,4,0.6059973143981388,2023-04-07
946,226,tcfnn,Wrist,Wrist,on,4,0.41996561435224483,2023-04-07
947,227,rr,Wrist,Wrist,on,4,0.5604797962232567,2023-04-07
948,228,tcfnn,SprWrst,Mixed,mix,4,0.4076838198338905,2023-04-07
949,229,rr,SprWrst,Mixed,mix,4,0.553092612900691,2023-04-07
950,230,tcfnn,SprWrst,Mixed_Full,mix,4,0.3708856338640745,2023-04-07
951,231,rr,SprWrst,Mixed_Full,mix,4,0.5404370906096682,2023-04-07
952,232,tcfnn,SprWrst,Spring,off,4,0.3978802172504994,2023-04-07
953,233,rr,SprWrst,Spring,off,4,0.5461192962682303,2023-04-07
954,234,tcfnn,SprWrst,SprWrst,on,4,0.3877254175224169,2023-04-07
955,235,rr,SprWrst,SprWrst,on,4,0.5373477134264412,2023-04-07
956,236,tcfnn,SprWrst,Normal,off,4,0.4434549092607875,2023-04-07
957,237,rr,SprWrst,Normal,off,4,0.580354547587074,2023-04-07
958,238,tcfnn,SprWrst,Wrist,off,4,0.513556591661164,2023-04-07
959,239,rr,SprWrst,Wrist,off,4,0.6254151195733391,2023-04-07
960,0,tcfnn,Normal,Mixed,mix,0,0.4443993567897993,2023-04-11
961,1,rr,Normal,Mixed,mix,0,0.5236524034999028,2023-04-11
962,2,tcfnn,Normal,Mixed_Full,mix,0,0.38547648494132086,2023-04-11
963,3,rr,Normal,Mixed_Full,mix,0,0.5072171516279461,2023-04-11
964,4,tcfnn,Normal,SprWrst,off,0,0.45064653979843716,2023-04-11
965,5,rr,Normal,SprWrst,off,0,0.5521955011179551,2023-04-11
966,6,tcfnn,Normal,Wrist,off,0,0.4983847091752238,2023-04-11
967,7,rr,Normal,Wrist,off,0,0.5408168482189352,2023-04-11
968,8,tcfnn,Normal,Normal,on,0,0.4168698537876139,2023-04-11
969,9,rr,Normal,Normal,on,0,0.5058315326002507,2023-04-11
970,10,tcfnn,Normal,Spring,off,0,0.41893373031839476,2023-04-11
971,11,rr,Normal,Spring,off,0,0.539093499901828,2023-04-11
972,12,tcfnn,Spring,Mixed,mix,0,0.32843263298772424,2023-04-11
973,13,rr,Spring,Mixed,mix,0,0.4148413589297317,2023-04-11
974,14,tcfnn,Spring,Mixed_Full,mix,0,0.2929103968460386,2023-04-11
975,15,rr,Spring,Mixed_Full,mix,0,0.4042729727568254,2023-04-11
976,16,tcfnn,Spring,SprWrst,off,0,0.3145494757753049,2023-04-11
977,17,rr,Spring,SprWrst,off,0,0.429857852431792,2023-04-11
978,18,tcfnn,Spring,Wrist,off,0,0.4061913585705135,2023-04-11
979,19,rr,Spring,Wrist,off,0,0.45341539071426296,2023-04-11
980,20,tcfnn,Spring,Normal,off,0,0.3525125115531128,2023-04-11
981,21,rr,Spring,Normal,off,0,0.44205772383197545,2023-04-11
982,22,tcfnn,Spring,Spring,on,0,0.2823928897650537,2023-04-11
983,23,rr,Spring,Spring,on,0,0.41177989417620087,2023-04-11
984,24,tcfnn,Wrist,Mixed,mix,0,0.4938920282828457,2023-04-11
985,25,rr,Wrist,Mixed,mix,0,0.5876700686788915,2023-04-11
986,26,tcfnn,Wrist,Mixed_Full,mix,0,0.4339857831653606,2023-04-11
987,27,rr,Wrist,Mixed_Full,mix,0,0.5770377247653965,2023-04-11
988,28,tcfnn,Wrist,SprWrst,off,0,0.5090008209834196,2023-04-11
989,29,rr,Wrist,SprWrst,off,0,0.6222582011456685,2023-04-11
990,30,tcfnn,Wrist,Wrist,on,0,0.4930033401278511,2023-04-11
991,31,rr,Wrist,Wrist,on,0,0.5761836939828108,2023-04-11
992,32,tcfnn,Wrist,Normal,off,0,0.49959153075553203,2023-04-11
993,33,rr,Wrist,Normal,off,0,0.5942870648715378,2023-04-11
994,34,tcfnn,Wrist,Spring,off,0,0.46676295618521213,2023-04-11
995,35,rr,Wrist,Spring,off,0,0.6214875050790004,2023-04-11
996,36,tcfnn,SprWrst,Mixed,mix,0,0.4480031154795104,2023-04-11
997,37,rr,SprWrst,Mixed,mix,0,0.5323403779920285,2023-04-11
998,38,tcfnn,SprWrst,Mixed_Full,mix,0,0.39246257227728476,2023-04-11
999,39,rr,SprWrst,Mixed_Full,mix,0,0.5181249512669263,2023-04-11
1000,40,tcfnn,SprWrst,SprWrst,on,0,0.3751963055215148,2023-04-11
1001,41,rr,SprWrst,SprWrst,on,0,0.5039917117010073,2023-04-11
1002,42,tcfnn,SprWrst,Wrist,off,0,0.5132534773681864,2023-04-11
1003,43,rr,SprWrst,Wrist,off,0,0.5855633000373257,2023-04-11
1004,44,tcfnn,SprWrst,Normal,off,0,0.5291681623756419,2023-04-11
1005,45,rr,SprWrst,Normal,off,0,0.572375309192892,2023-04-11
1006,46,tcfnn,SprWrst,Spring,off,0,0.4093736468815187,2023-04-11
1007,47,rr,SprWrst,Spring,off,0,0.5480261587571303,2023-04-11
1008,48,tcfnn,Normal,Mixed,mix,1,0.40957133199603135,2023-04-11
1009,49,rr,Normal,Mixed,mix,1,0.5262155256992956,2023-04-11
1010,50,tcfnn,Normal,Mixed_Full,mix,1,0.3714510549297244,2023-04-11
1011,51,rr,Normal,Mixed_Full,mix,1,0.5066370059153159,2023-04-11
1012,52,tcfnn,Normal,SprWrst,off,1,0.47217761993641144,2023-04-11
1013,53,rr,Normal,SprWrst,off,1,0.5547988038528562,2023-04-11
1014,54,tcfnn,Normal,Wrist,off,1,0.44673179036609556,2023-04-11
1015,55,rr,Normal,Wrist,off,1,0.5411288097525916,2023-04-11
1016,56,tcfnn,Normal,Normal,on,1,0.39049298424051976,2023-04-11
1017,57,rr,Normal,Normal,on,1,0.5064291395555156,2023-04-11
1018,58,tcfnn,Normal,Spring,off,1,0.4605242056087973,2023-04-11
1019,59,rr,Normal,Spring,off,1,0.5362711535678867,2023-04-11
1020,60,tcfnn,Spring,Mixed,mix,1,0.3080207934030417,2023-04-11
1021,61,rr,Spring,Mixed,mix,1,0.4170589109160869,2023-04-11
1022,62,tcfnn,Spring,Mixed_Full,mix,1,0.28053114900398934,2023-04-11
1023,63,rr,Spring,Mixed_Full,mix,1,0.4054901110315023,2023-04-11
1024,64,tcfnn,Spring,SprWrst,off,1,0.32570279457814044,2023-04-11
1025,65,rr,Spring,SprWrst,off,1,0.4329660744049783,2023-04-11
1026,66,tcfnn,Spring,Wrist,off,1,0.35691925182338236,2023-04-11
1027,67,rr,Spring,Wrist,off,1,0.452894350646824,2023-04-11
1028,68,tcfnn,Spring,Normal,off,1,0.3407930613314737,2023-04-11
1029,69,rr,Spring,Normal,off,1,0.44038600412096013,2023-04-11
1030,70,tcfnn,Spring,Spring,on,1,0.28725978982887806,2023-04-11
1031,71,rr,Spring,Spring,on,1,0.4114009827053357,2023-04-11
1032,72,tcfnn,Wrist,Mixed,mix,1,0.4414461302857254,2023-04-11
1033,73,rr,Wrist,Mixed,mix,1,0.589697267306216,2023-04-11
1034,74,tcfnn,Wrist,Mixed_Full,mix,1,0.4192202659915319,2023-04-11
1035,75,rr,Wrist,Mixed_Full,mix,1,0.5777192704222276,2023-04-11
1036,76,tcfnn,Wrist,SprWrst,off,1,0.5218888384324489,2023-04-11
1037,77,rr,Wrist,SprWrst,off,1,0.6241051932569922,2023-04-11
1038,78,tcfnn,Wrist,Wrist,on,1,0.4451242897996893,2023-04-11
1039,79,rr,Wrist,Wrist,on,1,0.5719312584188917,2023-04-11
1040,80,tcfnn,Wrist,Normal,off,1,0.45095234897737446,2023-04-11
1041,81,rr,Wrist,Normal,off,1,0.595923000927138,2023-04-11
1042,82,tcfnn,Wrist,Spring,off,1,0.4923675571142318,2023-04-11
1043,83,rr,Wrist,Spring,off,1,0.6221621961494334,2023-04-11
1044,84,tcfnn,SprWrst,Mixed,mix,1,0.410666527440709,2023-04-11
1045,85,rr,SprWrst,Mixed,mix,1,0.53323467620821,2023-04-11
1046,86,tcfnn,SprWrst,Mixed_Full,mix,1,0.3746074400292961,2023-04-11
1047,87,rr,SprWrst,Mixed_Full,mix,1,0.5183422196633533,2023-04-11
1048,88,tcfnn,SprWrst,SprWrst,on,1,0.35753347990088025,2023-04-11
1049,89,rr,SprWrst,SprWrst,on,1,0.5063749655098863,2023-04-11
1050,90,tcfnn,SprWrst,Wrist,off,1,0.4815571799766551,2023-04-11
1051,91,rr,SprWrst,Wrist,off,1,0.5836988672686934,2023-04-11
1052,92,tcfnn,SprWrst,Normal,off,1,0.46811213190804557,2023-04-11
1053,93,rr,SprWrst,Normal,off,1,0.5661530789728096,2023-04-11
1054,94,tcfnn,SprWrst,Spring,off,1,0.4194363088591566,2023-04-11
1055,95,rr,SprWrst,Spring,off,1,0.5451875431324118,2023-04-11
1056,96,tcfnn,Normal,Mixed,mix,2,0.40584151337274105,2023-04-11
1057,97,rr,Normal,Mixed,mix,2,0.5235621638573256,2023-04-11
1058,98,tcfnn,Normal,Mixed_Full,mix,2,0.40370591186482296,2023-04-11
1059,99,rr,Normal,Mixed_Full,mix,2,0.5059544886773587,2023-04-11
1060,100,tcfnn,Normal,SprWrst,off,2,0.43122677943199716,2023-04-11
1061,101,rr,Normal,SprWrst,off,2,0.5544360749472821,2023-04-11
1062,102,tcfnn,Normal,Wrist,off,2,0.4612857808567015,2023-04-11
1063,103,rr,Normal,Wrist,off,2,0.5390820687437979,2023-04-11
1064,104,tcfnn,Normal,Normal,on,2,0.36906262060632167,2023-04-11
1065,105,rr,Normal,Normal,on,2,0.5060137251904107,2023-04-11
1066,106,tcfnn,Normal,Spring,off,2,0.4055787196668652,2023-04-11
1067,107,rr,Normal,Spring,off,2,0.5380862115145865,2023-04-11
1068,108,tcfnn,Spring,Mixed,mix,2,0.3109174377333142,2023-04-11
1069,109,rr,Spring,Mixed,mix,2,0.41851115012101503,2023-04-11
1070,110,tcfnn,Spring,Mixed_Full,mix,2,0.2964304392653816,2023-04-11
1071,111,rr,Spring,Mixed_Full,mix,2,0.4034314024303652,2023-04-11
1072,112,tcfnn,Spring,SprWrst,off,2,0.30565580406749737,2023-04-11
